filename,category,filter_type,bilateral_symmetry,lr_imbalance
FLUX1_schnell_image_0000677.jpg,diffusion_sfhq,edge,0.8609,0.0355
FLUX1_schnell_image_0017060.jpg,diffusion_sfhq,raw,0.7487,0.0976
FLUX1_schnell_image_0017060.jpg,diffusion_sfhq,topographic,0.5603,0.0441
FLUX1_schnell_image_0017060.jpg,diffusion_sfhq,edge,0.9038,0.0112
FLUX1_schnell_image_0018899.jpg,diffusion_sfhq,raw,0.8185,0.0905
FLUX1_schnell_image_0018899.jpg,diffusion_sfhq,topographic,0.6407,0.0666
FLUX1_schnell_image_0018899.jpg,diffusion_sfhq,edge,0.8336,0.0111
FLUX1_schnell_image_0054664.jpg,diffusion_sfhq,raw,0.727,0.232
FLUX1_schnell_image_0054664.jpg,diffusion_sfhq,topographic,0.6373,0.003
FLUX1_schnell_image_0054664.jpg,diffusion_sfhq,edge,0.8901,0.0042
SDXL_image_0009277.jpg,diffusion_sfhq,raw,0.8574,0.0188
SDXL_image_0009277.jpg,diffusion_sfhq,topographic,0.5893,0.0491
SDXL_image_0009277.jpg,diffusion_sfhq,edge,0.8861,0.0195
FLUX1_dev_image_0002356.jpg,diffusion_sfhq,raw,0.852,0.0515
FLUX1_dev_image_0002356.jpg,diffusion_sfhq,topographic,0.5779,0.045
FLUX1_dev_image_0002356.jpg,diffusion_sfhq,edge,0.8703,0.0345
SDXL_image_0003927.jpg,diffusion_sfhq,raw,0.8175,0.0259
SDXL_image_0003927.jpg,diffusion_sfhq,topographic,0.5626,0.0092
SDXL_image_0003927.jpg,diffusion_sfhq,edge,0.8335,0.0282
FLUX1_schnell_image_0014464.jpg,diffusion_sfhq,raw,0.8693,0.0242
FLUX1_schnell_image_0014464.jpg,diffusion_sfhq,topographic,0.5908,0.0317
FLUX1_schnell_image_0014464.jpg,diffusion_sfhq,edge,0.8871,0.0313
SDXL_image_0024235.jpg,diffusion_sfhq,raw,0.8155,0.0533
SDXL_image_0024235.jpg,diffusion_sfhq,topographic,0.5925,0.0331
SDXL_image_0024235.jpg,diffusion_sfhq,edge,0.8858,0.0201
SDXL_image_0015560.jpg,diffusion_sfhq,raw,0.7231,0.0967
SDXL_image_0015560.jpg,diffusion_sfhq,topographic,0.5208,0.0134
SDXL_image_0015560.jpg,diffusion_sfhq,edge,0.8487,0.0452
SDXL_image_0022308.jpg,diffusion_sfhq,raw,0.7215,0.0359
SDXL_image_0022308.jpg,diffusion_sfhq,topographic,0.5262,0.0608
SDXL_image_0022308.jpg,diffusion_sfhq,edge,0.7851,0.0867
SDXL_image_0001789.jpg,diffusion_sfhq,raw,0.7786,0.084
SDXL_image_0001789.jpg,diffusion_sfhq,topographic,0.5178,0.1771
SDXL_image_0001789.jpg,diffusion_sfhq,edge,0.798,0.1354
FLUX1_schnell_image_0043409.jpg,diffusion_sfhq,raw,0.7812,0.0403
FLUX1_schnell_image_0043409.jpg,diffusion_sfhq,topographic,0.633,0.0579
FLUX1_schnell_image_0043409.jpg,diffusion_sfhq,edge,0.8406,0.016
FLUX1_schnell_image_0017296.jpg,diffusion_sfhq,raw,0.7033,0.2556
FLUX1_schnell_image_0017296.jpg,diffusion_sfhq,topographic,0.5779,0.0306
FLUX1_schnell_image_0017296.jpg,diffusion_sfhq,edge,0.8782,0.0364
FLUX1_schnell_image_0047302.jpg,diffusion_sfhq,raw,0.8426,0.0364
FLUX1_schnell_image_0047302.jpg,diffusion_sfhq,topographic,0.5804,0.0198
FLUX1_schnell_image_0047302.jpg,diffusion_sfhq,edge,0.8737,0.0395
SDXL_image_0007603.jpg,diffusion_sfhq,raw,0.7988,0.0765
SDXL_image_0007603.jpg,diffusion_sfhq,topographic,0.621,0.0463
SDXL_image_0007603.jpg,diffusion_sfhq,edge,0.8905,0.011
FLUX1_schnell_image_0024869.jpg,diffusion_sfhq,raw,0.8389,0.0488
FLUX1_schnell_image_0024869.jpg,diffusion_sfhq,topographic,0.6684,0.0228
FLUX1_schnell_image_0024869.jpg,diffusion_sfhq,edge,0.8997,0.0244
SDXL_image_0036488.jpg,diffusion_sfhq,raw,0.8812,0.0255
SDXL_image_0036488.jpg,diffusion_sfhq,topographic,0.6282,0.0053
SDXL_image_0036488.jpg,diffusion_sfhq,edge,0.8752,0.0075
SDXL_image_0044338.jpg,diffusion_sfhq,raw,0.8535,0.0655
SDXL_image_0044338.jpg,diffusion_sfhq,topographic,0.5728,0.0115
SDXL_image_0044338.jpg,diffusion_sfhq,edge,0.8962,0.0349
DALLE3_image_0000852.jpg,diffusion_sfhq,raw,0.7349,0.0212
DALLE3_image_0000852.jpg,diffusion_sfhq,topographic,0.5653,0.0025
DALLE3_image_0000852.jpg,diffusion_sfhq,edge,0.9247,0.014
SDXL_image_0029845.jpg,diffusion_sfhq,raw,0.7446,0.0455
SDXL_image_0029845.jpg,diffusion_sfhq,topographic,0.5095,0.0266
SDXL_image_0029845.jpg,diffusion_sfhq,edge,0.8463,0.0693
SDXL_image_0036014.jpg,diffusion_sfhq,raw,0.7978,0.0406
SDXL_image_0036014.jpg,diffusion_sfhq,topographic,0.5398,0.0256
SDXL_image_0036014.jpg,diffusion_sfhq,edge,0.8128,0.0231
FLUX1_schnell_image_0009325.jpg,diffusion_sfhq,raw,0.8545,0.0417
FLUX1_schnell_image_0009325.jpg,diffusion_sfhq,topographic,0.607,0.0047
FLUX1_schnell_image_0009325.jpg,diffusion_sfhq,edge,0.8756,0.0236
SDXL_image_0021889.jpg,diffusion_sfhq,raw,0.8606,0.0741
SDXL_image_0021889.jpg,diffusion_sfhq,topographic,0.649,0.0491
SDXL_image_0021889.jpg,diffusion_sfhq,edge,0.8855,0.0403
FLUX1_schnell_image_0043814.jpg,diffusion_sfhq,raw,0.8643,0.034
FLUX1_schnell_image_0043814.jpg,diffusion_sfhq,topographic,0.578,0.0108
FLUX1_schnell_image_0043814.jpg,diffusion_sfhq,edge,0.8492,0.0084
FLUX1_schnell_image_0033010.jpg,diffusion_sfhq,raw,0.7349,0.152
FLUX1_schnell_image_0033010.jpg,diffusion_sfhq,topographic,0.5544,0.0011
FLUX1_schnell_image_0033010.jpg,diffusion_sfhq,edge,0.8511,0.0162
FLUX1_schnell_image_0024827.jpg,diffusion_sfhq,raw,0.8061,0.1085
FLUX1_schnell_image_0024827.jpg,diffusion_sfhq,topographic,0.6384,0.0216
FLUX1_schnell_image_0024827.jpg,diffusion_sfhq,edge,0.8424,0.0263
FLUX1_schnell_image_0008778.jpg,diffusion_sfhq,raw,0.7758,0.0912
FLUX1_schnell_image_0008778.jpg,diffusion_sfhq,topographic,0.5885,0.0281
FLUX1_schnell_image_0008778.jpg,diffusion_sfhq,edge,0.9066,0.0188
FLUX1_schnell_image_0016624.jpg,diffusion_sfhq,raw,0.783,0.1599
FLUX1_schnell_image_0016624.jpg,diffusion_sfhq,topographic,0.6135,0.0187
FLUX1_schnell_image_0016624.jpg,diffusion_sfhq,edge,0.8833,0.0009
SDXL_image_0030459.jpg,diffusion_sfhq,raw,0.7835,0.0944
SDXL_image_0030459.jpg,diffusion_sfhq,topographic,0.5831,0.0251
SDXL_image_0030459.jpg,diffusion_sfhq,edge,0.8813,0.0545
FLUX1_schnell_image_0032530.jpg,diffusion_sfhq,raw,0.7124,0.0165
FLUX1_schnell_image_0032530.jpg,diffusion_sfhq,topographic,0.572,0.0189
FLUX1_schnell_image_0032530.jpg,diffusion_sfhq,edge,0.8518,0.0063
FLUX1_schnell_image_0001793.jpg,diffusion_sfhq,raw,0.885,0.0396
FLUX1_schnell_image_0001793.jpg,diffusion_sfhq,topographic,0.7371,0.0127
FLUX1_schnell_image_0001793.jpg,diffusion_sfhq,edge,0.9178,0.0124
FLUX1_schnell_image_0000552.jpg,diffusion_sfhq,raw,0.8239,0.0163
FLUX1_schnell_image_0000552.jpg,diffusion_sfhq,topographic,0.5449,0.0117
FLUX1_schnell_image_0000552.jpg,diffusion_sfhq,edge,0.8987,0.0305
FLUX1_schnell_image_0038217.jpg,diffusion_sfhq,raw,0.8829,0.0003
FLUX1_schnell_image_0038217.jpg,diffusion_sfhq,topographic,0.5467,0.0343
FLUX1_schnell_image_0038217.jpg,diffusion_sfhq,edge,0.8484,0.0018
FLUX1_schnell_image_0001073.jpg,diffusion_sfhq,raw,0.7906,0.1129
FLUX1_schnell_image_0001073.jpg,diffusion_sfhq,topographic,0.5307,0.0524
FLUX1_schnell_image_0001073.jpg,diffusion_sfhq,edge,0.8308,0.0478
FLUX1_schnell_image_0035471.jpg,diffusion_sfhq,raw,0.8177,0.0139
FLUX1_schnell_image_0035471.jpg,diffusion_sfhq,topographic,0.6017,0.011
FLUX1_schnell_image_0035471.jpg,diffusion_sfhq,edge,0.8983,0.0051
SDXL_image_0041479.jpg,diffusion_sfhq,raw,0.7794,0.0006
SDXL_image_0041479.jpg,diffusion_sfhq,topographic,0.5911,0.0884
SDXL_image_0041479.jpg,diffusion_sfhq,edge,0.8636,0.0548
FLUX1_schnell_image_0033495.jpg,diffusion_sfhq,raw,0.8173,0.0697
FLUX1_schnell_image_0033495.jpg,diffusion_sfhq,topographic,0.6148,0.0547
FLUX1_schnell_image_0033495.jpg,diffusion_sfhq,edge,0.8892,0.0249
SDXL_image_0009501.jpg,diffusion_sfhq,raw,0.7759,0.1773
SDXL_image_0009501.jpg,diffusion_sfhq,topographic,0.5938,0.0615
SDXL_image_0009501.jpg,diffusion_sfhq,edge,0.9254,0.0399
FLUX1_schnell_image_0023076.jpg,diffusion_sfhq,raw,0.8069,0.0473
FLUX1_schnell_image_0023076.jpg,diffusion_sfhq,topographic,0.5308,0.0243
FLUX1_schnell_image_0023076.jpg,diffusion_sfhq,edge,0.8193,0.0138
SDXL_image_0036185.jpg,diffusion_sfhq,raw,0.7729,0.0952
SDXL_image_0036185.jpg,diffusion_sfhq,topographic,0.6131,0.0439
SDXL_image_0036185.jpg,diffusion_sfhq,edge,0.9072,0.0068
FLUX1_dev_image_0004573.jpg,diffusion_sfhq,raw,0.7787,0.1104
FLUX1_dev_image_0004573.jpg,diffusion_sfhq,topographic,0.5998,0.089
FLUX1_dev_image_0004573.jpg,diffusion_sfhq,edge,0.8993,0.0436
SDXL_image_0026034.jpg,diffusion_sfhq,raw,0.8321,0.0078
SDXL_image_0026034.jpg,diffusion_sfhq,topographic,0.5395,0.0226
SDXL_image_0026034.jpg,diffusion_sfhq,edge,0.8089,0.0304
FLUX1_schnell_image_0048642.jpg,diffusion_sfhq,raw,0.8082,0.0821
FLUX1_schnell_image_0048642.jpg,diffusion_sfhq,topographic,0.5925,0.0205
FLUX1_schnell_image_0048642.jpg,diffusion_sfhq,edge,0.8887,0.0466
SDXL_image_0000647.jpg,diffusion_sfhq,raw,0.7938,0.0508
SDXL_image_0000647.jpg,diffusion_sfhq,topographic,0.5664,0.0405
SDXL_image_0000647.jpg,diffusion_sfhq,edge,0.8715,0.0216
FLUX1_schnell_image_0004759.jpg,diffusion_sfhq,raw,0.7343,0.1967
FLUX1_schnell_image_0004759.jpg,diffusion_sfhq,topographic,0.531,0.0165
FLUX1_schnell_image_0004759.jpg,diffusion_sfhq,edge,0.8045,0.0541
SDXL_image_0051292.jpg,diffusion_sfhq,raw,0.7415,0.1874
SDXL_image_0051292.jpg,diffusion_sfhq,topographic,0.5811,0.0777
SDXL_image_0051292.jpg,diffusion_sfhq,edge,0.8572,0.0113
FLUX1_schnell_image_0038035.jpg,diffusion_sfhq,raw,0.7499,0.213
FLUX1_schnell_image_0038035.jpg,diffusion_sfhq,topographic,0.5978,0.0029
FLUX1_schnell_image_0038035.jpg,diffusion_sfhq,edge,0.9186,0.0169
FLUX1_pro_image_0001933.jpg,diffusion_sfhq,raw,0.849,0.0593
FLUX1_pro_image_0001933.jpg,diffusion_sfhq,topographic,0.6119,0.0029
FLUX1_pro_image_0001933.jpg,diffusion_sfhq,edge,0.9044,0.0081
SDXL_image_0002720.jpg,diffusion_sfhq,raw,0.8596,0.0796
SDXL_image_0002720.jpg,diffusion_sfhq,topographic,0.5137,0.084
SDXL_image_0002720.jpg,diffusion_sfhq,edge,0.7479,0.114
FLUX1_schnell_image_0026837.jpg,diffusion_sfhq,raw,0.7968,0.0122
FLUX1_schnell_image_0026837.jpg,diffusion_sfhq,topographic,0.5761,0.0617
FLUX1_schnell_image_0026837.jpg,diffusion_sfhq,edge,0.8844,0.0477
SDXL_image_0039108.jpg,diffusion_sfhq,raw,0.8022,0.0944
SDXL_image_0039108.jpg,diffusion_sfhq,topographic,0.587,0.0773
SDXL_image_0039108.jpg,diffusion_sfhq,edge,0.9105,0.0534
SDXL_image_0012772.jpg,diffusion_sfhq,raw,0.7367,0.1189
SDXL_image_0012772.jpg,diffusion_sfhq,topographic,0.5725,0.0126
SDXL_image_0012772.jpg,diffusion_sfhq,edge,0.9078,0.0047
SDXL_image_0011445.jpg,diffusion_sfhq,raw,0.7878,0.052
SDXL_image_0011445.jpg,diffusion_sfhq,topographic,0.5507,0.095
SDXL_image_0011445.jpg,diffusion_sfhq,edge,0.8703,0.0407
SDXL_image_0046458.jpg,diffusion_sfhq,raw,0.7671,0.0113
SDXL_image_0046458.jpg,diffusion_sfhq,topographic,0.5721,0.0216
SDXL_image_0046458.jpg,diffusion_sfhq,edge,0.8545,0.061
SDXL_image_0043343.jpg,diffusion_sfhq,raw,0.7902,0.012
SDXL_image_0043343.jpg,diffusion_sfhq,topographic,0.5535,0.0801
SDXL_image_0043343.jpg,diffusion_sfhq,edge,0.8428,0.0022
FLUX1_schnell_image_0035819.jpg,diffusion_sfhq,raw,0.7596,0.1555
FLUX1_schnell_image_0035819.jpg,diffusion_sfhq,topographic,0.5305,0.044
FLUX1_schnell_image_0035819.jpg,diffusion_sfhq,edge,0.8066,0.0757
SDXL_image_0006041.jpg,diffusion_sfhq,raw,0.812,0.1112
SDXL_image_0006041.jpg,diffusion_sfhq,topographic,0.568,0.0531
SDXL_image_0006041.jpg,diffusion_sfhq,edge,0.8488,0.0048
FLUX1_schnell_image_0013604.jpg,diffusion_sfhq,raw,0.7383,0.2412
FLUX1_schnell_image_0013604.jpg,diffusion_sfhq,topographic,0.6063,0.0936
FLUX1_schnell_image_0013604.jpg,diffusion_sfhq,edge,0.846,0.0768
SDXL_image_0022733.jpg,diffusion_sfhq,raw,0.8155,0.0237
SDXL_image_0022733.jpg,diffusion_sfhq,topographic,0.6138,0.0035
SDXL_image_0022733.jpg,diffusion_sfhq,edge,0.8753,0.0197
FLUX1_pro_image_0000721.jpg,diffusion_sfhq,raw,0.8311,0.1059
FLUX1_pro_image_0000721.jpg,diffusion_sfhq,topographic,0.6026,0.0198
FLUX1_pro_image_0000721.jpg,diffusion_sfhq,edge,0.7961,0.0343
FLUX1_dev_image_0004884.jpg,diffusion_sfhq,raw,0.7682,0.1945
FLUX1_dev_image_0004884.jpg,diffusion_sfhq,topographic,0.5766,0.0491
FLUX1_dev_image_0004884.jpg,diffusion_sfhq,edge,0.8626,0.0219
SDXL_image_0017053.jpg,diffusion_sfhq,raw,0.8068,0.0054
SDXL_image_0017053.jpg,diffusion_sfhq,topographic,0.5752,0.028
SDXL_image_0017053.jpg,diffusion_sfhq,edge,0.9062,0.0062
FLUX1_schnell_image_0018275.jpg,diffusion_sfhq,raw,0.7981,0.0635
FLUX1_schnell_image_0018275.jpg,diffusion_sfhq,topographic,0.6425,0.0098
FLUX1_schnell_image_0018275.jpg,diffusion_sfhq,edge,0.8691,0.0164
SDXL_image_0031716.jpg,diffusion_sfhq,raw,0.7855,0.0397
SDXL_image_0031716.jpg,diffusion_sfhq,topographic,0.5243,0.0175
SDXL_image_0031716.jpg,diffusion_sfhq,edge,0.7973,0.0658
FLUX1_schnell_image_0026340.jpg,diffusion_sfhq,raw,0.8088,0.1178
FLUX1_schnell_image_0026340.jpg,diffusion_sfhq,topographic,0.5713,0.0159
FLUX1_schnell_image_0026340.jpg,diffusion_sfhq,edge,0.8722,0.0042
FLUX1_pro_image_0002063.jpg,diffusion_sfhq,raw,0.7294,0.1571
FLUX1_pro_image_0002063.jpg,diffusion_sfhq,topographic,0.574,0.0379
FLUX1_pro_image_0002063.jpg,diffusion_sfhq,edge,0.8744,0.0502
SDXL_image_0042506.jpg,diffusion_sfhq,raw,0.7711,0.0388
SDXL_image_0042506.jpg,diffusion_sfhq,topographic,0.5293,0.0215
SDXL_image_0042506.jpg,diffusion_sfhq,edge,0.7903,0.0476
FLUX1_schnell_image_0018916.jpg,diffusion_sfhq,raw,0.8835,0.0334
FLUX1_schnell_image_0018916.jpg,diffusion_sfhq,topographic,0.5997,0.0492
FLUX1_schnell_image_0018916.jpg,diffusion_sfhq,edge,0.8823,0.0265
SDXL_image_0043969.jpg,diffusion_sfhq,raw,0.793,0.1407
SDXL_image_0043969.jpg,diffusion_sfhq,topographic,0.5686,0.0236
SDXL_image_0043969.jpg,diffusion_sfhq,edge,0.8997,0.0036
FLUX1_schnell_image_0001635.jpg,diffusion_sfhq,raw,0.7636,0.1185
FLUX1_schnell_image_0001635.jpg,diffusion_sfhq,topographic,0.5283,0.0535
FLUX1_schnell_image_0001635.jpg,diffusion_sfhq,edge,0.8516,0.0076
FLUX1_schnell_image_0038243.jpg,diffusion_sfhq,raw,0.7147,0.235
FLUX1_schnell_image_0038243.jpg,diffusion_sfhq,topographic,0.5247,0.025
FLUX1_schnell_image_0038243.jpg,diffusion_sfhq,edge,0.8112,0.0784
FLUX1_schnell_image_0024840.jpg,diffusion_sfhq,raw,0.7658,0.1673
FLUX1_schnell_image_0024840.jpg,diffusion_sfhq,topographic,0.5335,0.0382
FLUX1_schnell_image_0024840.jpg,diffusion_sfhq,edge,0.8197,0.0328
FLUX1_schnell_image_0047854.jpg,diffusion_sfhq,raw,0.8188,0.0113
FLUX1_schnell_image_0047854.jpg,diffusion_sfhq,topographic,0.569,0.0556
FLUX1_schnell_image_0047854.jpg,diffusion_sfhq,edge,0.8513,0.0207
SDXL_image_0013695.jpg,diffusion_sfhq,raw,0.8,0.1292
SDXL_image_0013695.jpg,diffusion_sfhq,topographic,0.5762,0.1785
SDXL_image_0013695.jpg,diffusion_sfhq,edge,0.8967,0.0477
SDXL_image_0039725.jpg,diffusion_sfhq,raw,0.82,0.0869
SDXL_image_0039725.jpg,diffusion_sfhq,topographic,0.5764,0.0076
SDXL_image_0039725.jpg,diffusion_sfhq,edge,0.9152,0.0001
FLUX1_schnell_image_0036238.jpg,diffusion_sfhq,raw,0.6723,0.2591
FLUX1_schnell_image_0036238.jpg,diffusion_sfhq,topographic,0.5182,0.0596
FLUX1_schnell_image_0036238.jpg,diffusion_sfhq,edge,0.8233,0.0346
FLUX1_schnell_image_0009718.jpg,diffusion_sfhq,raw,0.792,0.1294
FLUX1_schnell_image_0009718.jpg,diffusion_sfhq,topographic,0.5166,0.0064
FLUX1_schnell_image_0009718.jpg,diffusion_sfhq,edge,0.8093,0.0385
FLUX1_schnell_image_0036940.jpg,diffusion_sfhq,raw,0.7243,0.0054
FLUX1_schnell_image_0036940.jpg,diffusion_sfhq,topographic,0.564,0.0168
FLUX1_schnell_image_0036940.jpg,diffusion_sfhq,edge,0.8803,0.0395
FLUX1_schnell_image_0034983.jpg,diffusion_sfhq,raw,0.8313,0.0945
FLUX1_schnell_image_0034983.jpg,diffusion_sfhq,topographic,0.6165,0.0414
FLUX1_schnell_image_0034983.jpg,diffusion_sfhq,edge,0.8911,0.0096
FLUX1_schnell_image_0015863.jpg,diffusion_sfhq,raw,0.6218,0.3396
FLUX1_schnell_image_0015863.jpg,diffusion_sfhq,topographic,0.5819,0.0401
FLUX1_schnell_image_0015863.jpg,diffusion_sfhq,edge,0.8862,0.0079
SDXL_image_0018221.jpg,diffusion_sfhq,raw,0.843,0.0871
SDXL_image_0018221.jpg,diffusion_sfhq,topographic,0.5188,0.0386
SDXL_image_0018221.jpg,diffusion_sfhq,edge,0.794,0.0779
FLUX1_schnell_image_0023398.jpg,diffusion_sfhq,raw,0.7736,0.0417
FLUX1_schnell_image_0023398.jpg,diffusion_sfhq,topographic,0.569,0.0323
FLUX1_schnell_image_0023398.jpg,diffusion_sfhq,edge,0.8364,0.0241
SDXL_image_0022372.jpg,diffusion_sfhq,raw,0.7353,0.0158
SDXL_image_0022372.jpg,diffusion_sfhq,topographic,0.5842,0.0272
SDXL_image_0022372.jpg,diffusion_sfhq,edge,0.8694,0.0584
SDXL_image_0019974.jpg,diffusion_sfhq,raw,0.7637,0.0381
SDXL_image_0019974.jpg,diffusion_sfhq,topographic,0.5094,0.109
SDXL_image_0019974.jpg,diffusion_sfhq,edge,0.7816,0.0063
SDXL_image_0015318.jpg,diffusion_sfhq,raw,0.779,0.0018
SDXL_image_0015318.jpg,diffusion_sfhq,topographic,0.6025,0.0357
SDXL_image_0015318.jpg,diffusion_sfhq,edge,0.8947,0.0048
FLUX1_pro_image_0000963.jpg,diffusion_sfhq,raw,0.7924,0.1332
FLUX1_pro_image_0000963.jpg,diffusion_sfhq,topographic,0.6321,0.0231
FLUX1_pro_image_0000963.jpg,diffusion_sfhq,edge,0.9399,0.007
SDXL_image_0010210.jpg,diffusion_sfhq,raw,0.769,0.0415
SDXL_image_0010210.jpg,diffusion_sfhq,topographic,0.5989,0.0159
SDXL_image_0010210.jpg,diffusion_sfhq,edge,0.8732,0.008
SDXL_image_0013602.jpg,diffusion_sfhq,raw,0.8087,0.0345
SDXL_image_0013602.jpg,diffusion_sfhq,topographic,0.5664,0.0244
SDXL_image_0013602.jpg,diffusion_sfhq,edge,0.9214,0.0158
FLUX1_schnell_image_0010830.jpg,diffusion_sfhq,raw,0.828,0.0233
FLUX1_schnell_image_0010830.jpg,diffusion_sfhq,topographic,0.5812,0.061
FLUX1_schnell_image_0010830.jpg,diffusion_sfhq,edge,0.8492,0.0638
SDXL_image_0000373.jpg,diffusion_sfhq,raw,0.8657,0.0356
SDXL_image_0000373.jpg,diffusion_sfhq,topographic,0.5968,0.0188
SDXL_image_0000373.jpg,diffusion_sfhq,edge,0.9044,0.0098
SDXL_image_0025955.jpg,diffusion_sfhq,raw,0.785,0.0303
SDXL_image_0025955.jpg,diffusion_sfhq,topographic,0.5387,0.0341
SDXL_image_0025955.jpg,diffusion_sfhq,edge,0.8185,0.0719
FLUX1_schnell_image_0020491.jpg,diffusion_sfhq,raw,0.857,0.023
FLUX1_schnell_image_0020491.jpg,diffusion_sfhq,topographic,0.6049,0.0346
FLUX1_schnell_image_0020491.jpg,diffusion_sfhq,edge,0.8639,0.0029
FLUX1_schnell_image_0009816.jpg,diffusion_sfhq,raw,0.7335,0.1611
FLUX1_schnell_image_0009816.jpg,diffusion_sfhq,topographic,0.5421,0.0526
FLUX1_schnell_image_0009816.jpg,diffusion_sfhq,edge,0.8559,0.0419
FLUX1_schnell_image_0049014.jpg,diffusion_sfhq,raw,0.7592,0.1733
FLUX1_schnell_image_0049014.jpg,diffusion_sfhq,topographic,0.5609,0.039
