filename,category,filter_type,bilateral_symmetry,lr_imbalance
DALLE3_image_0000327.jpg,dalle3_sfhq,topographic,0.5814,0.0224
DALLE3_image_0000327.jpg,dalle3_sfhq,edge,0.8712,0.0165
DALLE3_image_0000866.jpg,dalle3_sfhq,raw,0.8345,0.0464
DALLE3_image_0000866.jpg,dalle3_sfhq,topographic,0.5937,0.0129
DALLE3_image_0000866.jpg,dalle3_sfhq,edge,0.8956,0.007
DALLE3_image_0000697.jpg,dalle3_sfhq,raw,0.7123,0.0844
DALLE3_image_0000697.jpg,dalle3_sfhq,topographic,0.6312,0.0757
DALLE3_image_0000697.jpg,dalle3_sfhq,edge,0.9124,0.0111
DALLE3_image_0001103.jpg,dalle3_sfhq,raw,0.8223,0.0255
DALLE3_image_0001103.jpg,dalle3_sfhq,topographic,0.5433,0.1158
DALLE3_image_0001103.jpg,dalle3_sfhq,edge,0.8534,0.0427
DALLE3_image_0000319.jpg,dalle3_sfhq,raw,0.8604,0.0078
DALLE3_image_0000319.jpg,dalle3_sfhq,topographic,0.6888,0.0992
DALLE3_image_0000319.jpg,dalle3_sfhq,edge,0.9599,0.0094
DALLE3_image_0000441.jpg,dalle3_sfhq,raw,0.737,0.0906
DALLE3_image_0000441.jpg,dalle3_sfhq,topographic,0.5409,0.0052
DALLE3_image_0000441.jpg,dalle3_sfhq,edge,0.8583,0.0026
DALLE3_image_0000690.jpg,dalle3_sfhq,raw,0.8726,0.0077
DALLE3_image_0000690.jpg,dalle3_sfhq,topographic,0.5945,0.0062
DALLE3_image_0000690.jpg,dalle3_sfhq,edge,0.8195,0.0099
DALLE3_image_0001117.jpg,dalle3_sfhq,raw,0.8259,0.1038
DALLE3_image_0001117.jpg,dalle3_sfhq,topographic,0.5602,0.036
DALLE3_image_0001117.jpg,dalle3_sfhq,edge,0.8851,0.0289
DALLE3_image_0000190.jpg,dalle3_sfhq,raw,0.855,0.1189
DALLE3_image_0000190.jpg,dalle3_sfhq,topographic,0.7381,0.0041
DALLE3_image_0000190.jpg,dalle3_sfhq,edge,0.9672,0.0048
DALLE3_image_0000779.jpg,dalle3_sfhq,raw,0.8016,0.139
DALLE3_image_0000779.jpg,dalle3_sfhq,topographic,0.5691,0.0251
DALLE3_image_0000779.jpg,dalle3_sfhq,edge,0.8184,0.0064
DALLE3_image_0000199.jpg,dalle3_sfhq,raw,0.8074,0.0083
DALLE3_image_0000199.jpg,dalle3_sfhq,topographic,0.5655,0.0734
DALLE3_image_0000199.jpg,dalle3_sfhq,edge,0.8832,0.0292
DALLE3_image_0000736.jpg,dalle3_sfhq,raw,0.7814,0.0249
DALLE3_image_0000736.jpg,dalle3_sfhq,topographic,0.552,0.0826
DALLE3_image_0000736.jpg,dalle3_sfhq,edge,0.8929,0.0471
DALLE3_image_0000705.jpg,dalle3_sfhq,raw,0.7833,0.0885
DALLE3_image_0000705.jpg,dalle3_sfhq,topographic,0.5584,0.1423
DALLE3_image_0000705.jpg,dalle3_sfhq,edge,0.8908,0.0221
DALLE3_image_0000542.jpg,dalle3_sfhq,raw,0.7756,0.051
DALLE3_image_0000542.jpg,dalle3_sfhq,topographic,0.5482,0.0439
DALLE3_image_0000542.jpg,dalle3_sfhq,edge,0.8906,0.0045
DALLE3_image_0000089.jpg,dalle3_sfhq,raw,0.7721,0.0222
DALLE3_image_0000089.jpg,dalle3_sfhq,topographic,0.5234,0.1121
DALLE3_image_0000089.jpg,dalle3_sfhq,edge,0.8557,0.0114
DALLE3_image_0000941.jpg,dalle3_sfhq,raw,0.815,0.0029
DALLE3_image_0000941.jpg,dalle3_sfhq,topographic,0.548,0.0301
DALLE3_image_0000941.jpg,dalle3_sfhq,edge,0.8511,0.0008
DALLE3_image_0000256.jpg,dalle3_sfhq,raw,0.7532,0.0745
DALLE3_image_0000256.jpg,dalle3_sfhq,topographic,0.5404,0.0315
DALLE3_image_0000256.jpg,dalle3_sfhq,edge,0.8267,0.0409
DALLE3_image_0000776.jpg,dalle3_sfhq,raw,0.7762,0.1925
DALLE3_image_0000776.jpg,dalle3_sfhq,topographic,0.5648,0.1192
DALLE3_image_0000776.jpg,dalle3_sfhq,edge,0.9155,0.0706
DALLE3_image_0000162.jpg,dalle3_sfhq,raw,0.6801,0.129
DALLE3_image_0000162.jpg,dalle3_sfhq,topographic,0.5317,0.0192
DALLE3_image_0000162.jpg,dalle3_sfhq,edge,0.8063,0.0147
DALLE3_image_0000601.jpg,dalle3_sfhq,raw,0.7921,0.0714
DALLE3_image_0000601.jpg,dalle3_sfhq,topographic,0.5405,0.0558
DALLE3_image_0000601.jpg,dalle3_sfhq,edge,0.8466,0.0035
DALLE3_image_0000741.jpg,dalle3_sfhq,raw,0.7445,0.0711
DALLE3_image_0000741.jpg,dalle3_sfhq,topographic,0.5102,0.0777
DALLE3_image_0000741.jpg,dalle3_sfhq,edge,0.8581,0.0049
DALLE3_image_0000394.jpg,dalle3_sfhq,raw,0.8743,0.0795
DALLE3_image_0000394.jpg,dalle3_sfhq,topographic,0.5553,0.0312
DALLE3_image_0000394.jpg,dalle3_sfhq,edge,0.8966,0.0252
DALLE3_image_0000143.jpg,dalle3_sfhq,raw,0.7587,0.1671
DALLE3_image_0000143.jpg,dalle3_sfhq,topographic,0.5414,0.053
DALLE3_image_0000143.jpg,dalle3_sfhq,edge,0.8455,0.0077
DALLE3_image_0000094.jpg,dalle3_sfhq,raw,0.7357,0.0915
DALLE3_image_0000094.jpg,dalle3_sfhq,topographic,0.6226,0.009
DALLE3_image_0000094.jpg,dalle3_sfhq,edge,0.8742,0.0158
DALLE3_image_0000467.jpg,dalle3_sfhq,raw,0.8524,0.0203
DALLE3_image_0000467.jpg,dalle3_sfhq,topographic,0.6559,0.0093
DALLE3_image_0000467.jpg,dalle3_sfhq,edge,0.9711,0.0047
DALLE3_image_0000593.jpg,dalle3_sfhq,raw,0.8383,0.1418
DALLE3_image_0000593.jpg,dalle3_sfhq,topographic,0.7155,0.078
DALLE3_image_0000593.jpg,dalle3_sfhq,edge,0.9279,0.0298
DALLE3_image_0000164.jpg,dalle3_sfhq,raw,0.9683,0.0084
DALLE3_image_0000164.jpg,dalle3_sfhq,topographic,0.807,0.0058
DALLE3_image_0000164.jpg,dalle3_sfhq,edge,0.9648,0.0078
DALLE3_image_0001110.jpg,dalle3_sfhq,raw,0.7818,0.067
DALLE3_image_0001110.jpg,dalle3_sfhq,topographic,0.563,0.029
DALLE3_image_0001110.jpg,dalle3_sfhq,edge,0.8464,0.0064
DALLE3_image_0000207.jpg,dalle3_sfhq,raw,0.8153,0.1347
DALLE3_image_0000207.jpg,dalle3_sfhq,topographic,0.5953,0.0275
DALLE3_image_0000207.jpg,dalle3_sfhq,edge,0.9316,0.0029
DALLE3_image_0001092.jpg,dalle3_sfhq,raw,0.8306,0.0808
DALLE3_image_0001092.jpg,dalle3_sfhq,topographic,0.6365,0.0715
DALLE3_image_0001092.jpg,dalle3_sfhq,edge,0.836,0.0386
DALLE3_image_0001098.jpg,dalle3_sfhq,raw,0.8771,0.0657
DALLE3_image_0001098.jpg,dalle3_sfhq,topographic,0.6176,0.0013
DALLE3_image_0001098.jpg,dalle3_sfhq,edge,0.8915,0.0005
DALLE3_image_0000929.jpg,dalle3_sfhq,raw,0.7915,0.0544
DALLE3_image_0000929.jpg,dalle3_sfhq,topographic,0.6612,0.0268
DALLE3_image_0000929.jpg,dalle3_sfhq,edge,0.8288,0.0078
DALLE3_image_0000748.jpg,dalle3_sfhq,raw,0.7273,0.0553
DALLE3_image_0000748.jpg,dalle3_sfhq,topographic,0.5277,0.0932
DALLE3_image_0000748.jpg,dalle3_sfhq,edge,0.758,0.1182
DALLE3_image_0000334.jpg,dalle3_sfhq,raw,0.7857,0.0038
DALLE3_image_0000334.jpg,dalle3_sfhq,topographic,0.5855,0.0167
DALLE3_image_0000334.jpg,dalle3_sfhq,edge,0.9291,0.0094
DALLE3_image_0000759.jpg,dalle3_sfhq,raw,0.8079,0.0846
DALLE3_image_0000759.jpg,dalle3_sfhq,topographic,0.5676,0.0581
DALLE3_image_0000759.jpg,dalle3_sfhq,edge,0.7929,0.0317
DALLE3_image_0000728.jpg,dalle3_sfhq,raw,0.7698,0.1688
DALLE3_image_0000728.jpg,dalle3_sfhq,topographic,0.5897,0.1104
DALLE3_image_0000728.jpg,dalle3_sfhq,edge,0.8689,0.0682
DALLE3_image_0000430.jpg,dalle3_sfhq,raw,0.527,0.4128
DALLE3_image_0000430.jpg,dalle3_sfhq,topographic,0.6933,0.0344
DALLE3_image_0000430.jpg,dalle3_sfhq,edge,0.9326,0.0063
DALLE3_image_0000547.jpg,dalle3_sfhq,raw,0.764,0.0245
DALLE3_image_0000547.jpg,dalle3_sfhq,topographic,0.5725,0.0056
DALLE3_image_0000547.jpg,dalle3_sfhq,edge,0.8824,0.0046
DALLE3_image_0000147.jpg,dalle3_sfhq,raw,0.7989,0.0922
DALLE3_image_0000147.jpg,dalle3_sfhq,topographic,0.5464,0.0287
DALLE3_image_0000147.jpg,dalle3_sfhq,edge,0.9331,0.0051
DALLE3_image_0000351.jpg,dalle3_sfhq,raw,0.7417,0.0104
DALLE3_image_0000351.jpg,dalle3_sfhq,topographic,0.544,0.014
DALLE3_image_0000351.jpg,dalle3_sfhq,edge,0.8807,0.0012
DALLE3_image_0001120.jpg,dalle3_sfhq,raw,0.7323,0.1304
DALLE3_image_0001120.jpg,dalle3_sfhq,topographic,0.5722,0.0109
DALLE3_image_0001120.jpg,dalle3_sfhq,edge,0.8568,0.0365
DALLE3_image_0000335.jpg,dalle3_sfhq,raw,0.7694,0.1133
DALLE3_image_0000335.jpg,dalle3_sfhq,topographic,0.5934,0.0595
DALLE3_image_0000335.jpg,dalle3_sfhq,edge,0.8798,0.0063
DALLE3_image_0000947.jpg,dalle3_sfhq,raw,0.7403,0.1898
DALLE3_image_0000947.jpg,dalle3_sfhq,topographic,0.5623,0.0809
DALLE3_image_0000947.jpg,dalle3_sfhq,edge,0.8153,0.0571
DALLE3_image_0000778.jpg,dalle3_sfhq,raw,0.7798,0.0154
DALLE3_image_0000778.jpg,dalle3_sfhq,topographic,0.5889,0.0418
DALLE3_image_0000778.jpg,dalle3_sfhq,edge,0.938,0.0126
DALLE3_image_0000553.jpg,dalle3_sfhq,raw,0.8035,0.0703
DALLE3_image_0000553.jpg,dalle3_sfhq,topographic,0.5548,0.0708
DALLE3_image_0000553.jpg,dalle3_sfhq,edge,0.7612,0.1104
DALLE3_image_0000450.jpg,dalle3_sfhq,raw,0.7811,0.0596
DALLE3_image_0000450.jpg,dalle3_sfhq,topographic,0.5744,0.0336
DALLE3_image_0000450.jpg,dalle3_sfhq,edge,0.8661,0.0781
DALLE3_image_0000665.jpg,dalle3_sfhq,raw,0.7211,0.1623
DALLE3_image_0000665.jpg,dalle3_sfhq,topographic,0.5456,0.0494
DALLE3_image_0000665.jpg,dalle3_sfhq,edge,0.899,0.0277
DALLE3_image_0000115.jpg,dalle3_sfhq,raw,0.6775,0.2765
DALLE3_image_0000115.jpg,dalle3_sfhq,topographic,0.6902,0.1868
DALLE3_image_0000115.jpg,dalle3_sfhq,edge,0.9252,0.0584
DALLE3_image_0000470.jpg,dalle3_sfhq,raw,0.8465,0.0354
DALLE3_image_0000470.jpg,dalle3_sfhq,topographic,0.6142,0.0914
DALLE3_image_0000470.jpg,dalle3_sfhq,edge,0.8834,0.0783
DALLE3_image_0001114.jpg,dalle3_sfhq,raw,0.8034,0.0406
DALLE3_image_0001114.jpg,dalle3_sfhq,topographic,0.5713,0.045
DALLE3_image_0001114.jpg,dalle3_sfhq,edge,0.919,0.0067
DALLE3_image_0000647.jpg,dalle3_sfhq,raw,0.7417,0.2029
DALLE3_image_0000647.jpg,dalle3_sfhq,topographic,0.5724,0.0169
DALLE3_image_0000647.jpg,dalle3_sfhq,edge,0.9009,0.0146
DALLE3_image_0000822.jpg,dalle3_sfhq,raw,0.8123,0.0036
DALLE3_image_0000822.jpg,dalle3_sfhq,topographic,0.5564,0.0294
DALLE3_image_0000822.jpg,dalle3_sfhq,edge,0.9115,0.0062
DALLE3_image_0000549.jpg,dalle3_sfhq,raw,0.8049,0.0055
DALLE3_image_0000549.jpg,dalle3_sfhq,topographic,0.5446,0.0174
DALLE3_image_0000549.jpg,dalle3_sfhq,edge,0.8602,0.001
DALLE3_image_0000136.jpg,dalle3_sfhq,raw,0.771,0.0821
DALLE3_image_0000136.jpg,dalle3_sfhq,topographic,0.5471,0.0111
DALLE3_image_0000136.jpg,dalle3_sfhq,edge,0.8024,0.0118
DALLE3_image_0000433.jpg,dalle3_sfhq,raw,0.8319,0.0034
DALLE3_image_0000433.jpg,dalle3_sfhq,topographic,0.563,0.0044
DALLE3_image_0000433.jpg,dalle3_sfhq,edge,0.858,0.0077
DALLE3_image_0000645.jpg,dalle3_sfhq,raw,0.7732,0.1713
DALLE3_image_0000645.jpg,dalle3_sfhq,topographic,0.6267,0.1731
DALLE3_image_0000645.jpg,dalle3_sfhq,edge,0.9371,0.0406
DALLE3_image_0000436.jpg,dalle3_sfhq,raw,0.6712,0.2088
DALLE3_image_0000436.jpg,dalle3_sfhq,topographic,0.5781,0.051
DALLE3_image_0000436.jpg,dalle3_sfhq,edge,0.914,0.019
DALLE3_image_0001023.jpg,dalle3_sfhq,raw,0.7934,0.0667
DALLE3_image_0001023.jpg,dalle3_sfhq,topographic,0.5693,0.0074
DALLE3_image_0001023.jpg,dalle3_sfhq,edge,0.889,0.0043
DALLE3_image_0000811.jpg,dalle3_sfhq,raw,0.8259,0.0415
DALLE3_image_0000811.jpg,dalle3_sfhq,topographic,0.5925,0.0558
DALLE3_image_0000811.jpg,dalle3_sfhq,edge,0.9292,0.0005
DALLE3_image_0000940.jpg,dalle3_sfhq,raw,0.7249,0.0019
DALLE3_image_0000940.jpg,dalle3_sfhq,topographic,0.5931,0.0225
DALLE3_image_0000940.jpg,dalle3_sfhq,edge,0.9054,0.0196
DALLE3_image_0000293.jpg,dalle3_sfhq,raw,0.825,0.0502
DALLE3_image_0000293.jpg,dalle3_sfhq,topographic,0.663,0.0393
DALLE3_image_0000293.jpg,dalle3_sfhq,edge,0.8627,0.01
DALLE3_image_0000543.jpg,dalle3_sfhq,raw,0.8063,0.0588
DALLE3_image_0000543.jpg,dalle3_sfhq,topographic,0.5893,0.0383
DALLE3_image_0000543.jpg,dalle3_sfhq,edge,0.9002,0.0453
DALLE3_image_0001118.jpg,dalle3_sfhq,raw,0.7421,0.0967
DALLE3_image_0001118.jpg,dalle3_sfhq,topographic,0.6121,0.0934
DALLE3_image_0001118.jpg,dalle3_sfhq,edge,0.9389,0.0337
DALLE3_image_0000506.jpg,dalle3_sfhq,raw,0.8716,0.0954
DALLE3_image_0000506.jpg,dalle3_sfhq,topographic,0.6797,0.0083
DALLE3_image_0000506.jpg,dalle3_sfhq,edge,0.8809,0.0116
DALLE3_image_0000539.jpg,dalle3_sfhq,raw,0.9009,0.0615
DALLE3_image_0000539.jpg,dalle3_sfhq,topographic,0.7236,0.0125
DALLE3_image_0000539.jpg,dalle3_sfhq,edge,0.9173,0.0018
DALLE3_image_0000878.jpg,dalle3_sfhq,raw,0.7906,0.1872
DALLE3_image_0000878.jpg,dalle3_sfhq,topographic,0.5777,0.1344
DALLE3_image_0000878.jpg,dalle3_sfhq,edge,0.9082,0.0601
DALLE3_image_0000818.jpg,dalle3_sfhq,raw,0.8394,0.0026
DALLE3_image_0000818.jpg,dalle3_sfhq,topographic,0.5409,0.0061
DALLE3_image_0000818.jpg,dalle3_sfhq,edge,0.8253,0.0232
DALLE3_image_0000742.jpg,dalle3_sfhq,raw,0.6824,0.0106
DALLE3_image_0000742.jpg,dalle3_sfhq,topographic,0.6547,0.024
DALLE3_image_0000742.jpg,dalle3_sfhq,edge,0.8771,0.0213
DALLE3_image_0001056.jpg,dalle3_sfhq,raw,0.7867,0.0528
DALLE3_image_0001056.jpg,dalle3_sfhq,topographic,0.5999,0.0532
DALLE3_image_0001056.jpg,dalle3_sfhq,edge,0.9424,0.0136
DALLE3_image_0000284.jpg,dalle3_sfhq,raw,0.8036,0.0235
DALLE3_image_0000284.jpg,dalle3_sfhq,topographic,0.5617,0.0379
DALLE3_image_0000284.jpg,dalle3_sfhq,edge,0.887,0.0275
DALLE3_image_0001011.jpg,dalle3_sfhq,raw,0.7749,0.1689
DALLE3_image_0001011.jpg,dalle3_sfhq,topographic,0.5582,0.0332
DALLE3_image_0001011.jpg,dalle3_sfhq,edge,0.8809,0.0473
DALLE3_image_0000187.jpg,dalle3_sfhq,raw,0.8636,0.0767
DALLE3_image_0000187.jpg,dalle3_sfhq,topographic,0.6316,0.0681
DALLE3_image_0000187.jpg,dalle3_sfhq,edge,0.9219,0.0288
DALLE3_image_0000097.jpg,dalle3_sfhq,raw,0.7573,0.1494
DALLE3_image_0000097.jpg,dalle3_sfhq,topographic,0.6711,0.0224
DALLE3_image_0000097.jpg,dalle3_sfhq,edge,0.9216,0.0037
DALLE3_image_0000225.jpg,dalle3_sfhq,raw,0.745,0.0625
DALLE3_image_0000225.jpg,dalle3_sfhq,topographic,0.5523,0.044
DALLE3_image_0000225.jpg,dalle3_sfhq,edge,0.843,0.0149
DALLE3_image_0000314.jpg,dalle3_sfhq,raw,0.7245,0.0804
DALLE3_image_0000314.jpg,dalle3_sfhq,topographic,0.5582,0.0067
DALLE3_image_0000314.jpg,dalle3_sfhq,edge,0.8871,0.018
DALLE3_image_0000328.jpg,dalle3_sfhq,raw,0.8157,0.061
DALLE3_image_0000328.jpg,dalle3_sfhq,topographic,0.616,0.003
DALLE3_image_0000328.jpg,dalle3_sfhq,edge,0.8841,0.0151
DALLE3_image_0001115.jpg,dalle3_sfhq,raw,0.7541,0.1718
DALLE3_image_0001115.jpg,dalle3_sfhq,topographic,0.6258,0.0321
DALLE3_image_0001115.jpg,dalle3_sfhq,edge,0.9125,0.0255
DALLE3_image_0000131.jpg,dalle3_sfhq,raw,0.8446,0.1128
DALLE3_image_0000131.jpg,dalle3_sfhq,topographic,0.5831,0.067
DALLE3_image_0000131.jpg,dalle3_sfhq,edge,0.8504,0.0203
DALLE3_image_0000395.jpg,dalle3_sfhq,raw,0.7946,0.0883
DALLE3_image_0000395.jpg,dalle3_sfhq,topographic,0.6108,0.0358
DALLE3_image_0000395.jpg,dalle3_sfhq,edge,0.9249,0.0008
DALLE3_image_0000391.jpg,dalle3_sfhq,raw,0.7458,0.1019
DALLE3_image_0000391.jpg,dalle3_sfhq,topographic,0.6473,0.0639
DALLE3_image_0000391.jpg,dalle3_sfhq,edge,0.9074,0.0048
DALLE3_image_0000611.jpg,dalle3_sfhq,raw,0.6851,0.1347
DALLE3_image_0000611.jpg,dalle3_sfhq,topographic,0.607,0.0566
DALLE3_image_0000611.jpg,dalle3_sfhq,edge,0.9081,0.0358
DALLE3_image_0000480.jpg,dalle3_sfhq,raw,0.7149,0.1374
DALLE3_image_0000480.jpg,dalle3_sfhq,topographic,0.5492,0.0806
DALLE3_image_0000480.jpg,dalle3_sfhq,edge,0.8652,0.0191
DALLE3_image_0001088.jpg,dalle3_sfhq,raw,0.8309,0.0655
DALLE3_image_0001088.jpg,dalle3_sfhq,topographic,0.6282,0.0487
DALLE3_image_0001088.jpg,dalle3_sfhq,edge,0.9188,0.0323
DALLE3_image_0000258.jpg,dalle3_sfhq,raw,0.8231,0.1072
DALLE3_image_0000258.jpg,dalle3_sfhq,topographic,0.633,0.0133
DALLE3_image_0000258.jpg,dalle3_sfhq,edge,0.9156,0.0127
DALLE3_image_0000995.jpg,dalle3_sfhq,raw,0.7564,0.1448
DALLE3_image_0000995.jpg,dalle3_sfhq,topographic,0.6062,0.0611
DALLE3_image_0000995.jpg,dalle3_sfhq,edge,0.7669,0.0232
DALLE3_image_0000567.jpg,dalle3_sfhq,raw,0.7255,0.0442
DALLE3_image_0000567.jpg,dalle3_sfhq,topographic,0.5584,0.0411
DALLE3_image_0000567.jpg,dalle3_sfhq,edge,0.8475,0.0002
DALLE3_image_0000882.jpg,dalle3_sfhq,raw,0.7784,0.1559
DALLE3_image_0000882.jpg,dalle3_sfhq,topographic,0.5623,0.0136
DALLE3_image_0000882.jpg,dalle3_sfhq,edge,0.7985,0.0707
DALLE3_image_0000966.jpg,dalle3_sfhq,raw,0.7916,0.0164
DALLE3_image_0000966.jpg,dalle3_sfhq,topographic,0.546,0.0259
DALLE3_image_0000966.jpg,dalle3_sfhq,edge,0.894,0.0089
DALLE3_image_0000012.jpg,dalle3_sfhq,raw,0.7292,0.0674
DALLE3_image_0000012.jpg,dalle3_sfhq,topographic,0.5787,0.0177
DALLE3_image_0000012.jpg,dalle3_sfhq,edge,0.9104,0.0228
DALLE3_image_0001099.jpg,dalle3_sfhq,raw,0.7349,0.0247
DALLE3_image_0001099.jpg,dalle3_sfhq,topographic,0.5592,0.0573
DALLE3_image_0001099.jpg,dalle3_sfhq,edge,0.9033,0.0165
DALLE3_image_0000739.jpg,dalle3_sfhq,raw,0.771,0.107
DALLE3_image_0000739.jpg,dalle3_sfhq,topographic,0.5613,0.0034
DALLE3_image_0000739.jpg,dalle3_sfhq,edge,0.883,0.007
DALLE3_image_0000118.jpg,dalle3_sfhq,raw,0.8673,0.0253
DALLE3_image_0000118.jpg,dalle3_sfhq,topographic,0.5889,0.0311
DALLE3_image_0000118.jpg,dalle3_sfhq,edge,0.8955,0.015
DALLE3_image_0000699.jpg,dalle3_sfhq,raw,0.7648,0.1341
DALLE3_image_0000699.jpg,dalle3_sfhq,topographic,0.5606,0.0482
DALLE3_image_0000699.jpg,dalle3_sfhq,edge,0.8239,0.0677
DALLE3_image_0000907.jpg,dalle3_sfhq,raw,0.8052,0.0213
DALLE3_image_0000907.jpg,dalle3_sfhq,topographic,0.6285,0.0564
DALLE3_image_0000907.jpg,dalle3_sfhq,edge,0.8444,0.026
DALLE3_image_0000550.jpg,dalle3_sfhq,raw,0.677,0.027
DALLE3_image_0000550.jpg,dalle3_sfhq,topographic,0.6536,0.0224
DALLE3_image_0000550.jpg,dalle3_sfhq,edge,0.8845,0.0408
DALLE3_image_0000769.jpg,dalle3_sfhq,raw,0.865,0.0687
DALLE3_image_0000769.jpg,dalle3_sfhq,topographic,0.698,0.1113
DALLE3_image_0000769.jpg,dalle3_sfhq,edge,0.906,0.032
DALLE3_image_0000274.jpg,dalle3_sfhq,raw,0.6334,0.3365
DALLE3_image_0000274.jpg,dalle3_sfhq,topographic,0.5998,0.0438
